"NGÀY","Tháng","ID","FANPAGE","Chiến dịch","TỔNG","SPAM","TIỀM NĂNG","CHẤT LƯỢNG","ĐẶT HẸN","ĐẾN PK","CHỐT","BILL","Ngân sách mục tiêu","Ngân sách thực tế","KPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17/03/2025","03.2025","41","3 PAGE TGIL","HTV9","4","3","1","0","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18/03/2025","03.2025","43","3 PAGE TGIL","Bảng giá Implant","2","1","1","0","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19/03/2025","03.2025","44","3 PAGE TGIL","VTV - Liên hoàn cước - Trường Giang","5","1","1","3","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21/03/2025","03.2025","41","3 PAGE TGIL","HTV9","1","0","1","0","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22/03/2025","03.2025","45","3 PAGE TGIL","Trồng răng Ưu đãi 5%","2","1","1","0","1","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23/03/2025","03.2025","45","3 PAGE TGIL","Trồng răng Ưu đãi 5%","3","1","1","1","1","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24/03/2025","03.2025","45","3 PAGE TGIL","Trồng răng Ưu đãi 5%","2","0","1","1","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25/03/2025","03.2025","44","3 PAGE TGIL","VTV - Liên hoàn cước - Trường Giang","9","4","1","4","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27/03/2025","03.2025","41","3 PAGE TGIL","HTV9","4","1","1","2","0","1","1","  47.400.000 ","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27/03/2025","03.2025","45","3 PAGE TGIL","Trồng răng Ưu đãi 5%","5","2","1","2","1","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30/03/2025","03.2025","45","3 PAGE TGIL","Trồng răng Ưu đãi 5%","1","0","1","0","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31/03/2025","03.2025","43","3 PAGE TGIL","Bảng giá Implant","7","6","1","0","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27/04/2025","04.2025","43","3 PAGE TGIL","Bảng giá Implant","4","3","1","","","","","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27/04/2025","04.2025","42","3 PAGE TGIL","VTV1 - Bác Sĩ Dũng ","17","16","1","","","","","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28/04/2025","04.2025","46","3 PAGE TGIL","THVL1 - Bác sĩ Dũng","4","3","1","","","","","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29/04/2025","04.2025","46","3 PAGE TGIL","THVL1 - Bác sĩ Dũng","3","2","1","","","","","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30/04/2025","04.2025","42","3 PAGE TGIL","VTV1 - Bác Sĩ Dũng ","11","10","1","","","","","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"06/05/2025","05.2025","44","3 PAGE TGIL","VTV - Liên hoàn cước - Trường Giang","2","1","1","","","","","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05/05/2025","05.2025","44","3 PAGE TGIL","VTV - Liên hoàn cước - Trường Giang","5","1","3","1","","","","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04/05/2025","05.2025","44","3 PAGE TGIL","VTV - Liên hoàn cước - Trường Giang","8","7","1","","","1","1","  42.300.000 ","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03/05/2025","05.2025","44","3 PAGE TGIL","VTV - Liên hoàn cước - Trường Giang","4","","3","1","1","","","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02/05/2025","05.2025","44","3 PAGE TGIL","VTV - Liên hoàn cước - Trường Giang","1","","1","","","","","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04/05/2025","05.2025","49","3 WEB TGIP","3 WEB TGIP","1","","1","","","","","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"01/05/2025","05.2025","44","3 PAGE TGIL","VTV - Liên hoàn cước - Trường Giang","4","2","2","","","","","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05/05/2025","05.2025","47","3 KHÁC TGIP","3 KHÁC TGIP","3","","1","2","","","","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07/05/2025","05.2025","45","3 PAGE TGIL","Trồng răng Ưu đãi 5%","1","1","","","","","","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"06/05/2025","05.2025","45","3 PAGE TGIL","Trồng răng Ưu đãi 5%","1","1","","","","","","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05/05/2025","05.2025","45","3 PAGE TGIL","Trồng răng Ưu đãi 5%","2","2","","","","","","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04/05/2025","05.2025","45","3 PAGE TGIL","Trồng răng Ưu đãi 5%","2","2","","","","","","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03/05/2025","05.2025","45","3 PAGE TGIL","Trồng răng Ưu đãi 5%","2","1","1","","","","","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02/05/2025","05.2025","45","3 PAGE TGIL","Trồng răng Ưu đãi 5%","1","1","","","","1","1","  80.200.000 ","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"01/05/2025","05.2025","45","3 PAGE TGIL","Trồng răng Ưu đãi 5%","3","3","","","1","","","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"01/03/2025","03.2025","45","3 PAGE TGIL","Trồng răng Ưu đãi 5%","5","4","0","1","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"01/03/2025","03.2025","48","3 TITIKOK GTIP","3 TITIKOK GTIP","1","0","0","1","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02/03/2025","03.2025","49","3 WEB TGIP","3 WEB TGIP","1","0","0","1","1","1","1","  13.350.000 ","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02/03/2025","03.2025","43","3 PAGE TGIL","Bảng giá Implant","1","0","0","1","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03/03/2025","03.2025","41","3 PAGE TGIL","HTV9","3","0","0","3","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03/03/2025","03.2025","45","3 PAGE TGIL","Trồng răng Ưu đãi 5%","1","1","0","0","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04/03/2025","03.2025","41","3 PAGE TGIL","HTV9","3","1","0","2","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04/03/2025","03.2025","43","3 PAGE TGIL","Bảng giá Implant","1","0","0","1","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04/03/2025","03.2025","45","3 PAGE TGIL","Trồng răng Ưu đãi 5%","1","1","0","0","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05/03/2025","03.2025","45","3 PAGE TGIL","Trồng răng Ưu đãi 5%","2","1","0","1","0","1","1","  101.300.000 ","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05/03/2025","03.2025","48","3 TITIKOK GTIP","3 TITIKOK GTIP","1","0","0","1","1","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05/03/2025","03.2025","41","3 PAGE TGIL","HTV9","2","2","0","0","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05/03/2025","03.2025","47","3 KHÁC TGIP","3 KHÁC TGIP","0","0","0","0","1","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"06/03/2025","03.2025","48","3 TITIKOK GTIP","3 TITIKOK GTIP","2","0","0","2","1","1","1","  15.900.000 ","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"06/03/2025","03.2025","43","3 PAGE TGIL","Bảng giá Implant","7","6","0","1","1","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"06/03/2025","03.2025","47","3 KHÁC TGIP","3 KHÁC TGIP","0","0","0","0","0","1","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07/03/2025","03.2025","45","3 PAGE TGIL","Trồng răng Ưu đãi 5%","2","0","0","2","2","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07/03/2025","03.2025","43","3 PAGE TGIL","Bảng giá Implant","4","3","0","1","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07/03/2025","03.2025","41","3 PAGE TGIL","HTV9","3","2","0","1","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"08/03/2025","03.2025","41","3 PAGE TGIL","HTV9","2","2","0","0","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"09/03/2025","03.2025","41","3 PAGE TGIL","HTV9","1","0","0","1","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/03/2025","03.2025","41","3 PAGE TGIL","HTV9","1","0","0","1","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/03/2025","03.2025","48","3 TITIKOK GTIP","3 TITIKOK GTIP","0","0","0","0","1","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/03/2025","03.2025","49","3 WEB TGIP","3 WEB TGIP","1","0","0","1","1","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/03/2025","03.2025","45","3 PAGE TGIL","Trồng răng Ưu đãi 5%","4","3","0","1","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/03/2025","03.2025","41","3 PAGE TGIL","HTV9","1","0","0","1","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/03/2025","03.2025","43","3 PAGE TGIL","Bảng giá Implant","7","7","0","0","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/03/2025","03.2025","48","3 TITIKOK GTIP","3 TITIKOK GTIP","0","0","0","0","0","1","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/03/2025","03.2025","49","3 WEB TGIP","3 WEB TGIP","1","0","0","1","0","3","2","  235.950.000 ","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/03/2025","03.2025","46","3 PAGE TGIL","THVL1 - Bác sĩ Dũng","0","0","0","0","0","1","1","  21.800.000 ","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/03/2025","03.2025","48","3 TITIKOK GTIP","3 TITIKOK GTIP","2","0","0","2","1","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13/03/2025","03.2025","41","3 PAGE TGIL","HTV9","2","2","0","0","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13/03/2025","03.2025","45","3 PAGE TGIL","Trồng răng Ưu đãi 5%","2","2","0","0","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13/03/2025","03.2025","50","3 ZALO OA TGIP","3 ZALO OA TGIP","0","0","0","0","0","1","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14/03/2025","03.2025","50","3 ZALO OA TGIP","3 ZALO OA TGIP","0","0","0","0","0","2","2","  207.300.000 ","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14/03/2025","03.2025","41","3 PAGE TGIL","HTV9","3","3","0","0","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14/03/2025","03.2025","45","3 PAGE TGIL","Trồng răng Ưu đãi 5%","4","2","0","2","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15/03/2025","03.2025","45","3 PAGE TGIL","Trồng răng Ưu đãi 5%","3","1","0","2","2","1","1","  170.900.000 ","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15/03/2025","03.2025","43","3 PAGE TGIL","Bảng giá Implant","2","2","0","0","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17/03/2025","03.2025","45","3 PAGE TGIL","Trồng răng Ưu đãi 5%","2","1","0","1","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17/03/2025","03.2025","49","3 WEB TGIP","3 WEB TGIP","1","0","0","1","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18/03/2025","03.2025","41","3 PAGE TGIL","HTV9","3","3","0","0","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19/03/2025","03.2025","45","3 PAGE TGIL","Trồng răng Ưu đãi 5%","2","0","0","2","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20/03/2025","03.2025","46","3 PAGE TGIL","THVL1 - Bác sĩ Dũng","1","0","0","1","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20/03/2025","03.2025","45","3 PAGE TGIL","Trồng răng Ưu đãi 5%","2","0","0","2","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"01/04/2025","04.2025","47","3 KHÁC TGIP","3 KHÁC TGIP","1","0","0","1","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"01/04/2025","04.2025","49","3 WEB TGIP","3 WEB TGIP","1","0","0","1","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18/04/2025","04.2025","43","3 PAGE TGIL","Bảng giá Implant","5","4","0","1","0","1","1","  45.000.000 ","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16/04/2025","04.2025","43","3 PAGE TGIL","Bảng giá Implant","7","2","3","2","0","1","0","  -   ","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"01/04/2025","04.2025","45","3 PAGE TGIL","Trồng răng Ưu đãi 5%","3","1","2","0","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"01/04/2025","04.2025","41","3 PAGE TGIL","HTV9","2","0","2","0","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"01/04/2025","04.2025","44","3 PAGE TGIL","VTV - Liên hoàn cước - Trường Giang","2","1","1","0","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"01/04/2025","04.2025","42","3 PAGE TGIL","VTV1 - Bác Sĩ Dũng ","14","11","3","0","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"01/04/2025","04.2025","43","3 PAGE TGIL","Bảng giá Implant","2","2","0","0","1","1","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02/04/2025","04.2025","41","3 PAGE TGIL","HTV9","3","0","1","2","1","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02/04/2025","04.2025","44","3 PAGE TGIL","VTV - Liên hoàn cước - Trường Giang","4","1","2","1","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02/04/2025","04.2025","42","3 PAGE TGIL","VTV1 - Bác Sĩ Dũng ","16","13","3","0","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02/04/2025","04.2025","47","3 KHÁC TGIP","3 KHÁC TGIP","1","0","1","0","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02/04/2025","04.2025","43","3 PAGE TGIL","Bảng giá Implant","8","4","4","0","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02/04/2025","04.2025","45","3 PAGE TGIL","Trồng răng Ưu đãi 5%","3","0","1","2","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03/04/2025","04.2025","45","3 PAGE TGIL","Trồng răng Ưu đãi 5%","1","0","1","0","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03/04/2025","04.2025","43","3 PAGE TGIL","Bảng giá Implant","4","2","0","2","1","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03/04/2025","04.2025","44","3 PAGE TGIL","VTV - Liên hoàn cước - Trường Giang","6","2","2","2","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03/04/2025","04.2025","42","3 PAGE TGIL","VTV1 - Bác Sĩ Dũng ","10","6","4","0","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03/04/2025","04.2025","41","3 PAGE TGIL","HTV9","1","1","0","0","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04/04/2025","04.2025","45","3 PAGE TGIL","Trồng răng Ưu đãi 5%","2","1","1","0","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04/04/2025","04.2025","43","3 PAGE TGIL","Bảng giá Implant","3","2","1","0","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04/04/2025","04.2025","41","3 PAGE TGIL","HTV9","2","1","0","1","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05/04/2025","04.2025","49","3 WEB TGIP","3 WEB TGIP","1","0","0","1","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04/04/2025","04.2025","44","3 PAGE TGIL","VTV - Liên hoàn cước - Trường Giang","6","0","3","3","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04/04/2025","04.2025","42","3 PAGE TGIL","VTV1 - Bác Sĩ Dũng ","11","9","2","0","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05/04/2025","04.2025","43","3 PAGE TGIL","Bảng giá Implant","3","1","1","1","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05/04/2025","04.2025","41","3 PAGE TGIL","HTV9","1","0","0","1","0","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05/04/2025","04.2025","44","3 PAGE TGIL","VTV - Liên hoàn cước - Trường Giang","9","3","3","3","1","0","0","","  1.000.000 ","  900.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
