"NGÀY","Tháng","ID","FANPAGE","CHIẾN DỊCH","TỔNG","SPAM","TIỀM NĂNG","CHẤT LƯỢNG","ĐẶT HẸN","ĐẾN PK","CHỐT"," BILL ","Ngân sách mục tiêu","Ngân sách thực tế","KPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03/05/2025","05.2025","30","2 ZALO OA TEENNIE","2 ZALO OA TEENNIE","1","","","1","1","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04/05/2025","05.2025","32","2 HOTLINE TEENNIE","2 HOTLINE TEENNIE","1","","","1","2","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04/05/2025","05.2025","28","2 TIKTOK TEENNIE","2 TIKTOK TEENNIE","1","","","1","","1","1","  4.350.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04/05/2025","05.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","10","3","6","1","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"06/04/2025","04.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","4","2","2","0","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05/05/2025","05.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","1","","","1","1","2","2","  48.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"06/05/2025","05.2025","32","2 HOTLINE TEENNIE","2 HOTLINE TEENNIE","1","","","1","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"06/05/2025","05.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","1","","","1","2","1","1","  47.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"06/05/2025","05.2025","31","2 INTAGRAM TEENNIE","2 INTAGRAM TEENNIE","1","","","1","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"06/05/2025","05.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","11","8","2","1","1","1","1","  34.200.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07/05/2025","05.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","11","8","2","1","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07/05/2025","05.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","4","3","","1","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14/04/2025","04.2025","35","2 ĐỐI TÁC","DOANH NGHIỆP","1","","","1","1","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"01/03/2025","03.2025","34","2 VÃNG LAI TEENNIE","2 VÃNG LAI TEENNIE","0","0","0","0","0","2","2","  78.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02/03/2025","03.2025","34","2 VÃNG LAI TEENNIE","2 VÃNG LAI TEENNIE","0","0","0","0","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02/03/2025","03.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","0","0","0","0","1","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03/03/2025","03.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","8","7","1","0","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04/03/2025","03.2025","34","2 VÃNG LAI TEENNIE","2 VÃNG LAI TEENNIE","0","0","0","0","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04/03/2025","03.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","0","0","0","0","1","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05/03/2025","03.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","1","0","1","0","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07/03/2025","03.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","3","0","3","0","1","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19/04/2025","04.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","14","5","5","4","1","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07/04/2025","04.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","3","0","2","1","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"01/04/2025","04.2025","32","2 HOTLINE TEENNIE","2 HOTLINE TEENNIE","0","","","","","1","1","  3.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"06/04/2025","04.2025","26","2 PAGE TEENNIE","ƯU ĐÃI TEENNIE 31/05","3","0","0","3","1","4","3","  88.400.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05/04/2025","04.2025","26","2 PAGE TEENNIE","ƯU ĐÃI TEENNIE 31/05","2","0","0","2","3","2","2","  77.200.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26/04/2025","04.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","4","2","","2","2","3","3","  115.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"01/04/2025","04.2025","26","2 PAGE TEENNIE","ƯU ĐÃI TEENNIE 31/05","4","0","0","4","4","2","2","  71.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04/04/2025","04.2025","26","2 PAGE TEENNIE","ƯU ĐÃI TEENNIE 31/05","2","0","0","2","2","1","1","  46.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02/04/2025","04.2025","26","2 PAGE TEENNIE","ƯU ĐÃI TEENNIE 31/05","4","2","1","1","2","1","1","  45.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18/04/2025","04.2025","26","2 PAGE TEENNIE","ƯU ĐÃI TEENNIE 31/05","1","1","","","","1","1","  43.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16/04/2025","04.2025","35","2 ĐỐI TÁC","DOANH NGHIỆP","1","","","1","1","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02/04/2025","04.2025","32","2 HOTLINE TEENNIE","2 HOTLINE TEENNIE","2","0","0","2","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02/04/2025","04.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","0","0","0","0","2","2","2","  83.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03/04/2025","04.2025","30","2 ZALO OA TEENNIE","2 ZALO OA TEENNIE","1","0","0","1","1","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"08/04/2025","04.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","3","0","1","2","1","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24/04/2025","04.2025","23","2 PAGE TEENNIE","NGÔ KIẾN HUY HỒNG","19","3","10","6","1","2","2","  74.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"09/04/2025","04.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","4","1","2","1","1","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/04/2025","04.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","2","0","0","2","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"01/04/2025","04.2025","23","2 PAGE TEENNIE","NGÔ KIẾN HUY HỒNG","11","0","8","3","0","3","3","  120.900.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03/04/2025","04.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","1","0","0","1","1","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"06/04/2025","04.2025","23","2 PAGE TEENNIE","NGÔ KIẾN HUY HỒNG","10","1","5","4","2","2","1","  120.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13/04/2025","04.2025","23","2 PAGE TEENNIE","NGÔ KIẾN HUY HỒNG","11","","7","4","2","2","2","  86.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19/04/2025","04.2025","23","2 PAGE TEENNIE","NGÔ KIẾN HUY HỒNG","20","10","7","3","","2","2","  83.700.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/04/2025","04.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","2","2","","","1","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"08/04/2025","04.2025","23","2 PAGE TEENNIE","NGÔ KIẾN HUY HỒNG","10","2","6","2","0","0","1","  47.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05/04/2025","04.2025","32","2 HOTLINE TEENNIE","2 HOTLINE TEENNIE","1","0","0","1","1","1","1","  47.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05/04/2025","04.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","1","0","0","1","1","2","2","  42.350.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04/04/2025","04.2025","23","2 PAGE TEENNIE","NGÔ KIẾN HUY HỒNG","6","0","3","3","0","1","1","  43.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03/04/2025","04.2025","23","2 PAGE TEENNIE","NGÔ KIẾN HUY HỒNG","6","3","1","2","0","2","1","  39.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14/04/2025","04.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","5","","3","2","2","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"09/04/2025","04.2025","23","2 PAGE TEENNIE","NGÔ KIẾN HUY HỒNG","7","2","2","3","3","1","1","  39.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02/04/2025","04.2025","23","2 PAGE TEENNIE","NGÔ KIẾN HUY HỒNG","12","5","4","3","1","1","1","  37.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/04/2025","04.2025","23","2 PAGE TEENNIE","NGÔ KIẾN HUY HỒNG","10","0","3","7","1","2","1","  37.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20/04/2025","04.2025","23","2 PAGE TEENNIE","NGÔ KIẾN HUY HỒNG","17","8","5","4","","1","1","  37.500.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15/04/2025","04.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","2","1","1","","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/04/2025","04.2025","23","2 PAGE TEENNIE","NGÔ KIẾN HUY HỒNG","16","3","5","8","","1","1","  36.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"06/04/2025","04.2025","30","2 ZALO OA TEENNIE","2 ZALO OA TEENNIE","0","0","0","0","1","1","1","  39.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07/04/2025","04.2025","30","2 ZALO OA TEENNIE","2 ZALO OA TEENNIE","1","0","0","1","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17/04/2025","04.2025","23","2 PAGE TEENNIE","NGÔ KIẾN HUY HỒNG","9","6","1","2","","1","1","  36.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14/04/2025","04.2025","23","2 PAGE TEENNIE","NGÔ KIẾN HUY HỒNG","12","5","1","6","1","1","1","  34.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20/04/2025","04.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","8","4","3","1","","1","1","  37.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23/04/2025","04.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","4","","4","","1","1","1","  37.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"08/04/2025","04.2025","30","2 ZALO OA TEENNIE","2 ZALO OA TEENNIE","1","0","0","1","4","1","1","  5.400.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"08/04/2025","04.2025","27","2 KHÁC TEENNIE","2 KHÁC TEENNIE","5","2","0","3","2","1","1","  42.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13/04/2025","04.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","3","","2","1","","2","2","  79.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18/04/2025","04.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","3","2","1","","","2","2","  77.200.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17/04/2025","04.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","3","1","1","1","1","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22/04/2025","04.2025","23","2 PAGE TEENNIE","NGÔ KIẾN HUY HỒNG","12","2","7","3","2","1","1","  36.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"08/04/2025","04.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","0","0","0","0","0","1","1","  99.700.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"06/04/2025","04.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","4","1","2","1","1","1","1","  41.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14/04/2025","04.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","5","2","1","2","1","1","1","  37.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22/04/2025","04.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","8","5","1","2","1","1","1","  1.350.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23/04/2025","04.2025","23","2 PAGE TEENNIE","NGÔ KIẾN HUY HỒNG","6","","1","5","3","2","1","  350.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"09/04/2025","04.2025","27","2 KHÁC TEENNIE","2 KHÁC TEENNIE","7","1","1","5","1","2","1","  42.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/04/2025","04.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","2","0","0","2","2","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/04/2025","04.2025","28","2 TIKTOK TEENNIE","2 TIKTOK TEENNIE","1","0","0","1","1","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/04/2025","04.2025","32","2 HOTLINE TEENNIE","2 HOTLINE TEENNIE","1","0","0","1","2","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/04/2025","04.2025","27","2 KHÁC TEENNIE","2 KHÁC TEENNIE","4","0","2","2","3","3","2","  43.000.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18/04/2025","04.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","4","2","1","1","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"06/04/2025","04.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","13","4","3","6","1","1","0","  -   ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15/04/2025","04.2025","23","2 PAGE TEENNIE","NGÔ KIẾN HUY HỒNG","11","2","4","5","2","1","0","  -   ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24/04/2025","04.2025","26","2 PAGE TEENNIE","ƯU ĐÃI TEENNIE 31/05","0","","","","","1","0","  -   ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"01/04/2025","04.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","8","5","1","2","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"01/04/2025","04.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","8","5","2","1","1","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19/04/2025","04.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","4","","2","2","1","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/04/2025","04.2025","27","2 KHÁC TEENNIE","2 KHÁC TEENNIE","4","2","0","2","2","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/04/2025","04.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","1","0","0","1","1","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02/04/2025","04.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","8","2","5","1","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02/04/2025","04.2025","22","2 PAGE TEENNIE","B TIẾN LUẬT CHỮ HỒNG ","4","0","1","3","1","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23/04/2025","04.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","1","","1","","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03/04/2025","04.2025","26","2 PAGE TEENNIE","ƯU ĐÃI TEENNIE 31/05","6","0","2","4","0","2","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03/04/2025","04.2025","24","2 PAGE TEENNIE","TEENNIE - ASMR","9","8","0","1","0","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/04/2025","04.2025","33","2 GIỚI THIỆU TEENNIE","2 GIỚI THIỆU TEENNIE","1","","","1","1","1","1","  36.900.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/04/2025","04.2025","27","2 KHÁC TEENNIE","2 KHÁC TEENNIE","4","2","","2","2","2","1","  36.850.000 ","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/04/2025","04.2025","32","2 HOTLINE TEENNIE","2 HOTLINE TEENNIE","1","","","1","","0","0","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24/04/2025","04.2025","25","2 PAGE TEENNIE","NIỀNG RĂNG XINH, GIÁ HỌC SINH","2","1","1","","","","","","  1.500.000 ","  1.300.000 ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
